718866116369449019,Team Principals,"<@!474679394724741130>
<@!283646178363441154>
<@!445341110609510400>
<@!419538274185379850>
",Engineers,"<@!656178115617226752>
<@!578360480318357515>
<@!183284100063297536>
<@!366829959341408267>
<@!338406004356022283>
",16592447,Discord Moderation Team

626436080672964628,Admins,"<@!218719608172052483>
<@!338406004356022283>
<@!295596568701304834>
",None,None,,

613505897825697792,None,None,Mods,"<@!386950307407724546>
<@!311642071188504576>
<@!696036564878229545>
<@!631053460074397697>
<@!338406004356022283>
", 8900331,Loosey's Mods
